,위도,경도,평균 총차량수,평균 속도,기울기
0,34.7477367,126.5345349,3347.1612903225805,99.15774193548386,1.726648
1,34.79270019,127.0472722,2324.6666666666665,102.985,-0.12165
2,34.80830556,127.1494444,3579.395833333333,103.01229166666668,-1.30385
3,34.823401,127.377338,5942.806451612903,92.8558064516129,-0.5877205
4,34.88916667,128.4127778,5427.201612903225,101.94362903225807,-0.697887
5,34.92472222,126.4977778,7704.625,90.40375,3.081408
6,34.95972222,127.6283333,6810.916666666667,91.26805555555558,-0.337373
7,34.97888889,127.5488889,3822.379032258064,95.35129032258064,-3.89778
8,34.98388889,128.3697222,7058.846774193548,96.29564516129034,-1.481236
9,35.00805556,126.4163889,328.68548387096774,100.95685483870966,0.989973
10,35.01694444,126.4563889,1706.6774193548388,102.97822580645165,1.87134
11,35.03972222,126.5166667,6610.080645161291,98.34266129032258,-0.916186
12,35.09166667,128.1725,4415.330645161291,94.7183870967742,-1.613552
13,35.13083333,126.7433333,9981.5625,90.783125,2.610233
14,35.149019,128.104573,9111.907258064515,94.94375,-0.184388
15,35.19972222,126.9327778,6381.577380952381,90.1785119047619,-0.001534
16,35.20222222,128.7980556,9484.860215053764,88.22602150537635,2.088389
17,35.22361111,128.835,9740.81182795699,93.1975806451613,-0.612858
18,35.223661,128.831584,10252.86559139785,92.37086021505378,-0.360945
19,35.23666667,126.9613889,2766.5,97.88685185185184,-0.499996
20,35.23972222,127.99,6827.459677419355,95.94298387096777,0.517533
21,35.241472,128.536533,9177.618279569891,86.91688172043011,0.049065
22,35.2425,128.9838889,14662.55376344086,77.83913978494624,0.0670092
23,35.24722222,126.9994444,2318.5,95.791875,0.975461
24,35.26,128.5141667,6553.580645161291,95.4817741935484,0.531698
25,35.265,126.9730556,5607.833333333333,95.10635416666666,0.597651
26,35.265345,126.875482,2994.296875,94.88421875,0.620177
27,35.2675,128.5161111,5121.790322580645,81.64266129032258,0.049272
28,35.270083,128.988161,6146.5161290322585,90.19741935483871,-1.543345
29,35.2725,128.6713889,14158.399193548386,90.5441129032258,-0.381007
30,35.27416667,128.4513889,12717.42741935484,89.08540322580646,-5.440052
31,35.27527778,128.6433333,15857.32258064516,81.28104838709677,-2.99268
32,35.27583333,128.9847222,11863.975806451614,76.4305241935484,0.19588
33,35.27694444,128.9788889,8296.68817204301,97.48129032258066,-0.426174
34,35.27888889,128.4288889,17643.322580645163,87.35927419354839,-0.130041
35,35.29388889,129.0072222,13025.20325203252,84.50731707317074,0.3002451
36,35.300496,128.778907,7286.516129032258,90.7525,1.094601
37,35.30694444,129.0747222,11566.645161290322,96.02080645161293,-3.15276
38,35.32138889,127.3663889,4099.1,93.612,1.18726
39,35.33242381,126.5730428,50.5,73.535,0.479266
40,35.34480083,126.7841105,3554.875,93.0925,3.933332
41,35.384807,127.234671,6139.375,93.10265625,1.91337
42,35.395,126.6844444,3815.875,82.53999999999999,-0.365164
43,35.532156,127.757144,3614.1724137931033,98.49896551724136,0.42981
44,35.54243889,126.6907667,6232.139784946236,93.30655913978497,-0.14098
45,35.55305556,127.7602778,6798.080645161291,90.32499999999996,2.77634
46,35.61166667,127.3372222,6335.590909090909,96.79022727272726,-1.4759
47,35.621053,127.89019,3136.7105263157896,102.17881578947367,-1.89527
48,35.63805556,128.4447222,11502.83064516129,85.37201612903226,-0.996267
49,35.68194444,129.1811111,7816.231182795699,90.42806451612904,0.22545
50,35.70527778,128.4166667,3359.5,92.89,1.806359
51,35.707368,128.044625,4848.29347826087,90.8926086956522,3.43182
52,35.740569,128.326236,7037.119565217391,99.04054347826084,0.971105
53,35.77222222,128.4722222,12151.516129032258,85.7591129032258,-2.26904
54,35.77444444,127.4761111,3455.903225806452,98.03193548387095,2.07649
55,35.81534,128.341508,7599.572580645161,90.02120967741936,-1.78365
56,35.818274,129.140095,8326.91304347826,95.93978260869564,0.540588
57,35.86277778,127.1863889,5891.725806451613,94.30951612903225,1.366085
58,35.87055556,128.5319444,7737.908602150537,82.18935483870969,-3.277781
59,35.8725,127.2022222,3090.782258064516,96.19612903225804,-0.875397
60,35.88230609,128.8488161,6113.507575757576,99.82219696969696,0.409237
61,35.88853611,126.8446583,6316.991935483871,94.29725806451611,-0.207483
62,35.89666667,127.1555556,7379.247311827957,92.48182795698922,0.379004
63,35.90473241,128.5614716,10068.26893939394,86.11412878787878,0.166426
64,35.911754,128.526755,14335.90322580645,88.24693548387097,2.410853
65,35.91622354,128.6174129,16279.33116883117,86.38597402597402,0.685727
66,35.93444444,127.0816667,6732.828729281768,86.3021546961326,0.327318
67,35.95584444,127.6633056,4273.024193548387,96.02016129032256,-0.92392
68,35.96583333,127.1066667,7234.530054644809,90.97229508196722,0.465264
69,35.96891111,127.1050583,10467.0,87.03149425287356,-0.119738
70,36.0258,127.1034528,9667.32258064516,92.54064516129031,-1.00253
71,36.05805556,129.0011111,5425.532258064516,99.63435483870968,0.62329
72,36.06345833,126.7612917,6183.33870967742,98.3775806451613,-0.849986
73,36.08611111,128.535,11920.266129032258,89.57629032258065,-0.521
74,36.11931944,127.1282917,9508.475806451614,87.96024193548388,0.792826
75,36.127425,126.7664833,3871.032258064516,98.15169354838709,1.652214
76,36.14444444,128.275,6459.524193548387,86.9075806451613,-0.91482
77,36.19694444,128.2588889,12614.166666666666,91.35833333333332,-1.045036
78,36.22444444,128.5580556,8946.870967741936,98.9641129032258,-0.115643
79,36.25898611,127.282125,11885.548387096776,87.61669354838709,0.458479
80,36.260436,127.47599,6052.109375,94.309453125,-0.42103
81,36.28833333,127.3425,8634.59677419355,88.52225806451614,-3.693647
82,36.29194444,127.3211111,6728.892857142857,74.01357142857142,0.633411
83,36.30722222,127.4658333,11545.032258064515,89.02701612903226,0.959449
84,36.33080833,127.3125694,13215.059829059828,84.93307692307691,0.159603
85,36.33583333,127.4808333,12352.604838709678,80.59806451612903,0.81102
86,36.36835833,128.2008222,7598.814516129032,90.2758064516129,-1.7715
87,36.37327778,127.3320667,0.0,0.0,2.484863
88,36.37416667,128.2394444,10930.712765957447,91.23234042553192,-1.203288
89,36.38122197,129.3622143,2114.8870967741937,58.04838709677419,2.631725
90,36.38961,127.423508,14506.10752688172,88.46763440860215,-2.788625
91,36.40077778,127.3078139,11231.782258064515,89.32854838709679,-3.28989
92,36.40565833,127.3665639,15443.379032258064,82.0899193548387,0.93538
93,36.43761,128.925734,3197.967741935484,101.12516129032258,2.92518
94,36.444525,127.8848333,6814.111111111111,92.39925925925928,-1.29918
95,36.46519444,127.2498028,8882.475806451614,89.3891935483871,-2.1032082
96,36.46971667,127.6690722,9587.540322580646,87.03814516129032,-0.63417
97,36.47283611,127.0652889,6321.258064516129,97.4033870967742,1.097581
98,36.48376389,127.0520194,7489.274193548387,94.1433064516129,5.180203
99,36.486925,127.0747167,7551.874285714286,87.23005714285713,0.180752
100,36.506482,128.61029,5343.304347826087,100.31510869565216,-1.36416
101,36.54,127.4338889,5388.098591549296,79.88676056338028,-0.807188
102,36.55638889,127.4325,13098.631578947368,82.5872807017544,1.056036
103,36.57694444,127.4277778,6971.129032258064,90.86909677419357,-1.758683
104,36.58444444,127.4263889,13871.606451612904,83.50870967741936,1.437416
105,36.60611111,127.4083333,10499.606557377048,88.33830601092896,-1.717451
106,36.64019722,127.3781278,8590.915966386554,96.36663865546218,-0.688696
107,36.66455556,126.7954472,6143.943548387097,90.56959677419354,-0.595235
108,36.72638889,128.5783333,3618.1370967741937,104.73870967741937,2.42011
109,36.78083333,127.1766667,11806.2265625,92.829140625,-1.359001
110,36.83222222,126.6341667,5055.854838709677,80.72548387096775,0.296212
111,36.83388889,126.5991667,4004.621052631579,88.69157894736841,-0.240604
112,36.86890278,127.1867222,9378.483870967742,89.76244239631335,-0.624001
113,36.86916667,127.9094444,13355.909677419357,90.67432258064515,-0.5192
114,36.9425,127.4613889,5073.263565891473,87.25767441860467,-0.718991
115,36.94388889,127.4988889,8321.233870967742,88.44911290322581,-0.522334
116,36.97444444,127.4675,16409.65322580645,86.48024193548387,-0.647992
117,36.97972222,126.8722222,12151.211206896553,88.70418103448276,0.215772
118,36.98055556,127.6047222,7847.576923076923,94.66717948717948,-2.01259
119,37.00888889,127.1491667,14789.048148148147,86.15759259259261,1.293015
120,37.02611111,127.7233333,2902.75,100.225,1.09704
121,37.03944444,127.7497222,5171.459677419355,107.61024193548388,-1.04554
122,37.065,127.9136111,4752.626168224299,100.52,1.315761
123,37.07186389,127.9739528,3151.0806451612902,90.68274193548388,-5.07407
124,37.100926,127.118642,17626.584210526315,85.00994736842105,0.09761
125,37.11222222,127.7019444,9882.16129032258,93.54897849462364,-0.14187
126,37.15877778,127.0883333,17253.983870967742,82.29299999999999,-0.660004
127,37.17138889,127.4408333,14843.125,81.3575,-0.422686
128,37.1885605,127.6126927,16834.75806451613,86.50661290322581,-1.391058
129,37.22611111,127.1083333,19505.29718875502,77.67385542168675,-0.55276
130,37.239921,127.549261,12760.680555555557,90.34083333333336,-0.489801
131,37.2425,127.6277778,7491.893258426966,95.3247191011236,0.065411
132,37.24777778,127.4219444,10437.181451612903,86.93141129032257,2.833744
133,37.270792,127.398316,9654.104838709678,91.42346774193548,-0.932944
134,37.27944444,127.1058333,19691.637540453077,71.15938511326861,0.151187
135,37.28666667,127.1302778,14254.793548387095,84.74567741935483,1.369636
136,37.32109722,126.9667583,16346.422619047618,76.88017857142857,1.456535
137,37.33722222,127.5505556,3452.494623655914,96.48903225806453,-1.664684
138,37.34444444,127.9108333,9912.427083333334,93.21708333333332,-1.82877
139,37.345,127.8791667,6831.883116883117,96.35448051948052,-0.43684
140,37.38361111,127.9333333,4174.806451612903,72.67822580645162,-2.27045
141,37.38416667,126.9908333,14199.283333333333,85.23400000000001,-4.967204
142,37.38972222,127.3158333,13897.266129032258,83.16540322580644,0.553929
143,37.39833333,127.8930556,4582.435483870968,89.59370967741935,0.04386
144,37.42325,127.0772778,16205.80975609756,76.71112195121951,0.69298
145,37.42888889,126.7997222,18994.12365591398,82.52962365591398,0.263164
146,37.431341,126.773173,12749.037634408602,83.65720430107525,0.170464
147,37.47083333,127.4713889,2500.8467741935483,94.73879032258064,-0.641449
148,37.47277778,127.2486111,17317.427419354837,80.66725806451613,3.11532
149,37.47836111,129.0936667,2370.64,101.5316,-0.979151
150,37.49416667,127.1391667,16958.184300341298,70.60276450511944,-2.380524
151,37.49472222,127.2369444,13651.859223300971,83.4945145631068,-3.205364
152,37.51972222,126.8177778,20747.072580645163,71.54891129032256,0.890836
153,37.523693,126.707514,20903.0125,72.99420833333333,-0.536771
154,37.523874,126.730479,17767.28813559322,73.58266949152542,-0.233022
155,37.52431111,126.7635667,17626.871428571427,73.39638095238097,-0.014451
156,37.537004,126.750874,19390.83501683501,54.05380471380471,-0.360742
157,37.55888889,128.3811111,7504.314516129032,87.84354838709676,-1.18937
158,37.56444444,127.1722222,18600.41610738255,65.79228187919463,-0.608342
159,37.597016,126.774765,14339.407258064515,70.47564516129032,0.180927
160,37.60694444,129.0691667,5543.403225806452,99.64967741935484,0.975301
161,37.66194444,128.5966667,7196.387096774193,95.58983870967742,0.50261
162,37.73944444,127.7919444,5481.225806451613,96.93096774193548,0.00151
163,37.77388889,128.8338889,2642.467741935484,100.66870967741934,0.37398
164,37.77638889,127.7708333,6344.532258064516,75.42983870967741,-13.19464
165,37.79388889,128.83,3875.6041666666665,96.07833333333332,-7.370695
166,38.1201,128.5791,4367.0161290322585,96.7883870967742,3.2
167,38.1825,128.5465,2830.548387096774,99.48451612903229,2.8
